Root,Display Seq,Level,Program,Programs,Product,Subject,Language,Grade Numbers,Pearsonbu,Asset Id,Parent Asset Id,External Id,Parent Descriptor,Descriptor,Index Code,Name,Tier Type,Tier Subtype,Sco Type,Search Title,Title In Sequence,Contenttype,Filetype,Mediatype,Hide From Student,Protected,Teacher Only,Download Restrictions,Planning,Rendersize,Mobileplatforms,Remediationtype,Testtype,Question Bank Type,English Id,Pacing,Materials,Contrib Source,Description Text,Skills,Thumbnail,Externalsource,Filename,Cutscore,Keywords,Url,Activity Or SCO,Ch Lesson,Learning Model,Legacy Id,Legacy Other,Legacy Program,Notes,SCO Category,State Notes,Template01,Template02,Template03,Template04,Template05,Template06,Template07,Topic,2x Thumbnail,Grid Thumbnail,2x Grid Thumbnail,Reviewer Category,Instruction,Lexile,Guided Reading,DRA,Reading Maturity Metric,Quantile,Comprehension Skills,Text Features,Genres,Content Areas,ISBN,Author,playerTarget,Discussion Prompt,Counts Toward Mastery,Adaptive Type,Recommendable,Book Id,Pages,Featured Resources,Asset(s) to link,Thumbnail to link,Grid Thumbnail to link,Version Country,State Code,Version District,Version Statement,Content Category
"false","20",,"Elevate Science Grade 1",,,"Science",,"K|1|2","Science",,,"SCI19_NAG1_L400113245","44176ed1-f9e5-43c4-80f2-6fa6baf4a2ed","5d08143d-70ad-4f63-9155-574a476206f3","Elevate Science Grade 1:Sound:Uses of Sound",,,,,"Investigate","Investigate","Sequence","Sequence","Learning Model","false",,"false",,"No",,,,,,"SCI19_NAG1_L400113245",,,"Pearson",,,,,"Investigate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA",,,,
"false","10",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L400113251","5d08143d-70ad-4f63-9155-574a476206f3","012df3af-fe96-49c4-8d4c-3d7bda2b9c45","Elevate Science Grade 1:Sound:Uses of Sound:Investigate",,,,,"eText: Uses of Sound","eText: Uses of Sound","Reference Material","URL","Realize Reader Selection","false","true","false","Stream/View","No",,,"Remediation",,,"SCI19_NAG1_L400113251",,,"Pearson","This links to the beginning of this lesson in the student eText.","SCI19_NAG1\SCI.2535|SCI19_NAG1\SCI.584|SCI19_NAG1\SCI.1731|SCI19_NAG1\SCI.99|SCI19_NAG1\SCI.222|SCI19_NAG1\SCI.722|SCI19_NAG1\SCI.2392|SCI19_NAG1\SCI.1339","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/94ab05f2-2dd4-440f-a9d9-2f48c6d7389e","URL","eText: Uses of Sound",,"eText|reading|narrative|student edition|pages|sound|sounds|vibrate|vibrations|instrument|instruments|send|message|messages|secret code|secret codes|conductor|orchestra|communicate|communication|share|phone|phones|satellite|satellites|computer|computers|connect|connected|smart phone|smart phones|alert|alarm|weather","http://pearson.com/",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/94ab05f2-2dd4-440f-a9d9-2f48c6d7389e",,,,,,,,,,,,,,,,"realize",,"false",,"YES","2RR073G5NSI","21|22|23|24|25|26",,,,,"USA",,,,
"false","20",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L400113263","5d08143d-70ad-4f63-9155-574a476206f3","98147bbd-d184-4314-99ca-f7f4b05b90aa","Elevate Science Grade 1:Sound:Uses of Sound:Investigate",,,,,"Video: Uses of Sound","Video: Uses of Sound","Activity/Exercise","TinCanSCO","Interactive Media","false","false","false","Stream/View","No",,,"Remediation",,,"SCI19_NAG1_L400113263",,,"Pearson","This video provides direct instruction on content in the lesson.","SCI19_NAG1\SCI.722|SCI19_NAG1\SCI.184|SCI19_NAG1\SCI.2392|SCI19_NAG1\SCI.1339","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/c1d607bb-3128-4908-95fd-0513ed75d6cb","DCAT","Video: Uses of Sound",,"video|videos|explain|sound|sounds|vibrate|vibrations|instrument|instruments|send|message|messages|secret code|secret codes|conductor|orchestra|communicate|communication|share|phone|phones|satellite|satellites|computer|computers|connect|connected|smart phone|smart phones|alert|alarm|weather","http://dcat.pearson.com/dcatweb/object/downloadPIF/A0604438.zip",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/c1d607bb-3128-4908-95fd-0513ed75d6cb",,,,,,,,,,,,,,,,"realize",,"false",,"YES",,,,,,,"USA",,,,
"false","30",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L400113270","5d08143d-70ad-4f63-9155-574a476206f3","d68f2518-9210-4cf9-bec3-eb1f69fb43a9","Elevate Science Grade 1:Sound:Uses of Sound:Investigate",,,,,"uInvestigate Lab eText: What does that sound say?","uInvestigate Lab eText: What does that sound say?","Reference Material","URL","Realize Reader Selection","false","true","false","Stream/View","No",,,"Remediation",,,"SCI19_NAG1_L400113270",,,"Pearson","This links to the uInvestigate lab in the student eText.","SCI19_NAG1\SCI.74|SCI19_NAG1\SCI.176|SCI19_NAG1\SCI.722|SCI19_NAG1\SCI.184|SCI19_NAG1\SCI.2392|SCI19_NAG1\SCI.264|SCI19_NAG1\SCI.740|SCI19_NAG1\SCI.2561|SCI19_NAG1\SCI.1339","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/94ab05f2-2dd4-440f-a9d9-2f48c6d7389e","URL","uInvestigate Lab eText: What does that sound say?",,"eText|reading|narrative|student edition|pages|uInvestigate|lab|labs|hands on|hands-on|sound|sounds|send|message|messages|secret code|secret codes","http://pearson.com/",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/94ab05f2-2dd4-440f-a9d9-2f48c6d7389e",,,,,,,,,,,,,,,,"realize",,"false",,"YES","2RR073G5NSI","22",,,,,"USA",,,,
"false","40",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L400113282","5d08143d-70ad-4f63-9155-574a476206f3","961f89be-e96e-4493-b890-6da3bf12f54d","Elevate Science Grade 1:Sound:Uses of Sound:Investigate",,,,,"uInvestigate Lab: What does that sound say?","uInvestigate Lab: What does that sound say?","Lab","DOC/DOCX","Document","false","false","false","Stream/View/Download","No",,,"Remediation",,,"SCI19_NAG1_L400113282",,,"Pearson","This lab provides an opportunity for students to explore using Morse code. The purpose of this lab is to demonstrate using Morse code for secret messages.","SCI19_NAG1\SCI.74|SCI19_NAG1\SCI.176|SCI19_NAG1\SCI.722|SCI19_NAG1\SCI.184|SCI19_NAG1\SCI.2392|SCI19_NAG1\SCI.264|SCI19_NAG1\SCI.740|SCI19_NAG1\SCI.2561|SCI19_NAG1\SCI.1339","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7d82b446-47ad-4b51-bdec-476faf3aa560","Alfresco - School","uInvestigate Lab: What does that sound say?",,"inquiry|investigate|investigation|uInvestigate|lab|labs|hands on|hands-on|sound|sounds|send|message|messages|secret code|secret codes","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/dd4e4aac-4d66-4afa-a6c5-c976f2b5fb86",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7d82b446-47ad-4b51-bdec-476faf3aa560",,,,,,,,,,,,,,,,"realize",,"false",,"YES",,,,,,,"USA",,,,
"false","10",,"Elevate Science Grade 1",,,"Science",,"K|1|2","Science",,,"SCI19_NAG1_L400113297","961f89be-e96e-4493-b890-6da3bf12f54d","3c25ba58-6a64-43b3-a848-f823e45b2a17","Elevate Science Grade 1:Sound:Uses of Sound:Investigate:uInvestigate Lab: What does that sound say?",,,,,"uInvestigate Lab Teacher Support Container","uInvestigate Lab Teacher Support Container","Sequence","Sequence","Teacher Support","true",,"true",,"No",,,,,,"SCI19_NAG1_L400113297",,,"Pearson",,,,,"uInvestigate Lab Teacher Support Container",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA",,,,
"false","10",,"Elevate Science Grade 1",,,"Science","Spanish","K|1|2","Science",,,"SCI19_NAG1_L532967008","3c25ba58-6a64-43b3-a848-f823e45b2a17","4fa905f2-45b5-4c7c-99d4-3f44a0ebb2b1","Elevate Science Grade 1:Sound:Uses of Sound:Investigate:uInvestigate Lab: What does that sound say?:uInvestigate Lab Teacher Support Container",,,,,"túInvestigas: Lab: ¿Qué dice ese sonido?","túInvestigas: Lab: ¿Qué dice ese sonido?","Lab","DOC/DOCX","Document","false","false","false","Stream/View/Download","No",,,"Remediation",,,"SCI19_NAG1_L532967008",,,"Pearson","Este laboratorio permite que los estudiantes exploren y usen el código Morse. El objetivo de este laboratorio es demostrar cómo se utiliza el código Morse para enviar mensajes.","SCI19_NAG1\SCI.176|SCI19_NAG1\SCI.722|SCI19_NAG1\SCI.2561|SCI19_NAG1\SCI.74|SCI19_NAG1\SCI.1339|SCI19_NAG1\SCI.264|SCI19_NAG1\SCI.740|SCI19_NAG1\SCI.184|SCI19_NAG1\SCI.2392","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7d82b446-47ad-4b51-bdec-476faf3aa560","Alfresco - School","túInvestigas: Lab: ¿Qué dice ese sonido?",,"indagación|investigar|investigación|túInvestigas|laboratorio|laboratorios|prácticos|práctico|sonido|sonidos|enviar|mensaje|mensajes|código secreto|códigos secretos","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/a5ef0dab-febe-41a3-8943-8dd8af4aff5b",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7d82b446-47ad-4b51-bdec-476faf3aa560",,,,,,,,,,,,,,,,"realize",,"false",,"YES",,,,,,,"USA",,,,
"false","20",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L400113303","3c25ba58-6a64-43b3-a848-f823e45b2a17","45b08a4d-bda8-4b6d-935e-1110de2890a2","Elevate Science Grade 1:Sound:Uses of Sound:Investigate:uInvestigate Lab: What does that sound say?:uInvestigate Lab Teacher Support Container",,,,,"uInvestigate Lab Placemat: What does that sound say?","uInvestigate Lab Placemat: What does that sound say?","Teacher Resources","DOC/DOCX","Document","false","false","false","Stream/View/Download","No",,,"Remediation",,,"SCI19_NAG1_L400113303",,,"Pearson",,"SCI19_NAG1\SCI.74|SCI19_NAG1\SCI.176|SCI19_NAG1\SCI.722|SCI19_NAG1\SCI.184|SCI19_NAG1\SCI.2392|SCI19_NAG1\SCI.264|SCI19_NAG1\SCI.740|SCI19_NAG1\SCI.2561|SCI19_NAG1\SCI.1339","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7d82b446-47ad-4b51-bdec-476faf3aa560","Alfresco - School","uInvestigate Lab Placemat: What does that sound say?",,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7f1e7ae1-9e60-4fc0-8e02-82ca186faac3",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7d82b446-47ad-4b51-bdec-476faf3aa560",,,,,,,,,,,,,,,,"realize",,"false",,"YES",,,,,,,"USA",,,,
"false","30",,"Elevate Science Grade 1",,,"Science","Spanish","K|1|2","Science",,,"SCI19_NAG1_L532967024","3c25ba58-6a64-43b3-a848-f823e45b2a17","76525eb1-2b06-4262-baa7-67b3ccdda494","Elevate Science Grade 1:Sound:Uses of Sound:Investigate:uInvestigate Lab: What does that sound say?:uInvestigate Lab Teacher Support Container",,,,,"Mantel individual de túInvestigas: Lab: ¿Qué dice ese sonido?","Mantel individual de túInvestigas: Lab: ¿Qué dice ese sonido?","Teacher Resources","PDF","Document","false","false","false","Stream/View/Download","No",,,"Remediation",,,"SCI19_NAG1_L532967024",,,"Pearson",,"SCI19_NAG1\SCI.176|SCI19_NAG1\SCI.722|SCI19_NAG1\SCI.2561|SCI19_NAG1\SCI.74|SCI19_NAG1\SCI.1339|SCI19_NAG1\SCI.264|SCI19_NAG1\SCI.740|SCI19_NAG1\SCI.184|SCI19_NAG1\SCI.2392","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7d82b446-47ad-4b51-bdec-476faf3aa560","Alfresco - School","Mantel individual de túInvestigas: Lab: ¿Qué dice ese sonido?",,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/9087cb2d-e093-4dd2-b61d-bccca46ac6be",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7d82b446-47ad-4b51-bdec-476faf3aa560",,,,,,,,,,,,,,,,"realize",,"false",,"YES",,,,,,,"USA",,,,
"false","40",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L400113309","3c25ba58-6a64-43b3-a848-f823e45b2a17","7b81767f-3be1-46fe-ab18-3001de547bbb","Elevate Science Grade 1:Sound:Uses of Sound:Investigate:uInvestigate Lab: What does that sound say?:uInvestigate Lab Teacher Support Container",,,,,"Teacher Support: What does that sound say?","Teacher Support: What does that sound say?","Teacher Resources","DOC/DOCX","Document","true","false","true","Stream/View/Download","No",,,"Remediation",,,"SCI19_NAG1_L400113309",,,"Pearson",,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7c85bd8f-1033-44d2-a306-39c0bddfc97c","Alfresco - School","Teacher Support: What does that sound say?",,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/a0f82a38-912f-4d53-90d6-91758215d285",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7c85bd8f-1033-44d2-a306-39c0bddfc97c",,,,,,,,,,,,,,,,"realize",,"false",,"YES",,,,,,,"USA",,,,
"false","30",,"Elevate Science Grade 1",,,"Science",,"K|1|2","Science",,,"SCI19_NAG1_L400113314","44176ed1-f9e5-43c4-80f2-6fa6baf4a2ed","1098abe9-559b-4bf9-949f-ae80731a2291","Elevate Science Grade 1:Sound:Uses of Sound",,,,,"Synthesize","Synthesize","Sequence","Sequence","Learning Model","false",,"false",,"No",,,,,,"SCI19_NAG1_L400113314",,,"Pearson",,,,,"Synthesize",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA",,,,
"false","10",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L400113316","1098abe9-559b-4bf9-949f-ae80731a2291","a1a2544c-f2f2-4859-92fe-1770adb1c318","Elevate Science Grade 1:Sound:Uses of Sound:Synthesize",,,,,"Interactivity: Sending Sounds to Communicate","Interactivity: Sending Sounds to Communicate","Activity/Exercise","TinCanSCO","Interactive Media","false","false","false","Stream/View","No",,,"Remediation",,,"SCI19_NAG1_L400113316",,,"Pearson","This digital activity provides an opportunity for students to learn about different methods of communicating. ","SCI19_NAG1\SCI.722|SCI19_NAG1\SCI.184|SCI19_NAG1\SCI.2392|SCI19_NAG1\SCI.1339","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/a35343eb-798a-4300-be06-d114205d4a7d","DCAT","Interactivity: Sending Sounds to Communicate",,"interactivity|interactivities|discover|discovery|investigate|explore|sound|sounds|send|message|messages|communicate|communication","http://dcat.pearson.com/dcatweb/object/downloadPIF/A0604277.zip",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/a35343eb-798a-4300-be06-d114205d4a7d",,,,,,,,,,,,,,,,"realize",,"false",,"YES",,,,,,,"USA",,,,
"false","10",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L389971807","a1a2544c-f2f2-4859-92fe-1770adb1c318","0750b36c-5347-4ca5-bfd5-b8e1361cea33","Elevate Science Grade 1:Sound:Uses of Sound:Synthesize:Interactivity: Sending Sounds to Communicate",,,,,"Teacher Support Container","Teacher Support Container","Sequence","Sequence","Teacher Support","true",,"true",,"No",,,,,,"SCI19_NAG1_L389971807",,,"Pearson",,,,,"Teacher Support Container",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA",,,,
"false","10",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L389971815","0750b36c-5347-4ca5-bfd5-b8e1361cea33","b853222d-96ec-4bc3-8880-b319c7474fef","Elevate Science Grade 1:Sound:Uses of Sound:Synthesize:Interactivity: Sending Sounds to Communicate:Teacher Support Container",,,,,"Answer Key: Sending Sounds to Communicate","Answer Key: Sending Sounds to Communicate","Teacher Resources","DOC/DOCX","Document","true","false","true","Stream/View/Download","No",,,"Remediation",,,"SCI19_NAG1_L389971815",,,"Pearson",,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7c85bd8f-1033-44d2-a306-39c0bddfc97c","Alfresco - School","Answer Key: Sending Sounds to Communicate",,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/b9282ff5-f098-4cd1-be96-7672e01bdecc",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7c85bd8f-1033-44d2-a306-39c0bddfc97c",,,,,,,,,,,,,,,,"realize",,"false",,"YES",,,,,,,"USA",,,,
"false","20",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L400113331","1098abe9-559b-4bf9-949f-ae80731a2291","418cf90b-999b-4ede-88da-677899b40654","Elevate Science Grade 1:Sound:Uses of Sound:Synthesize",,,,,"uEngineer It! eText: Alert! Alert!","uEngineer It! eText: Alert! Alert!","Reference Material","URL","Realize Reader Selection","false","true","false","Stream/View","No",,,"Remediation",,,"SCI19_NAG1_L400113331",,,"Pearson","This links to the Alert! Alert! feature in the student eText.","SCI19_NAG1\SCI.722|SCI19_NAG1\SCI.3484|SCI19_NAG1\SCI.2392|SCI19_NAG1\SCI.1339","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/94ab05f2-2dd4-440f-a9d9-2f48c6d7389e","URL","uEngineer It! eText: Alert! Alert!",,"eText|reading|narrative|student edition|pages|STEM|uEngineer|communicate|communication|share|phone|phones|satellite|satellites|computer|computers|connect|connected|smart phone|smart phones|alert|alarm|weather|","http://pearson.com/",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/94ab05f2-2dd4-440f-a9d9-2f48c6d7389e",,,,,,,,,,,,,,,,"realize",,"false",,"YES","2RR073G5NSI","27",,,,,"USA",,,,
"false","30",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L389992743","1098abe9-559b-4bf9-949f-ae80731a2291","9032edd8-c0cc-431f-bdf8-afb8002054f1","Elevate Science Grade 1:Sound:Uses of Sound:Synthesize",,,,,"uEngineer It! Interactivity: Notify the Residents!","uEngineer It! Interactivity: Notify the Residents!","Activity/Exercise","TinCanSCO","Interactive Media","false","false","false","Stream/View","No",,,"Remediation","Test","Test","SCI19_NAG1_L389992743",,,"Pearson","This digital activity provides an opportunity for students to learn about different ways to communicate an alert.","SCI19_NAG1\SCI.722|SCI19_NAG1\SCI.3484|SCI19_NAG1\SCI.2392|SCI19_NAG1\SCI.1339","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/a35343eb-798a-4300-be06-d114205d4a7d","DCAT","uEngineer It! Interactivity: Notify the Residents!",,"interactivity|interactivities|engineering|STEM|uEngineer|design|communicate|communication|share|phone|phones|satellite|satellites|computer|computers|connect|connected|smart phone|smart phones|alert|alarm|weather|","http://dcat.pearson.com/dcatweb/object/downloadPIF/A0604307.zip",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/a35343eb-798a-4300-be06-d114205d4a7d",,,,,,,,,,,,,,,,"realize",,"false",,"YES",,,,,,,"USA",,,,
"false","10",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L389992756","9032edd8-c0cc-431f-bdf8-afb8002054f1","3659585a-7bef-40ad-973a-1c943b0f3c37","Elevate Science Grade 1:Sound:Uses of Sound:Synthesize:uEngineer It! Interactivity: Notify the Residents!",,,,,"Engineer SCO Teacher Support Container","Engineer SCO Teacher Support Container","Sequence","Sequence","Teacher Support","true",,"true",,"No",,,,,,"SCI19_NAG1_L389992756",,,"Pearson",,,,,"Engineer SCO Teacher Support Container",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA",,,,
"false","10",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L401243494","3659585a-7bef-40ad-973a-1c943b0f3c37","0b79223c-c28b-404c-aa0f-4472b3e1c61e","Elevate Science Grade 1:Sound:Uses of Sound:Synthesize:uEngineer It! Interactivity: Notify the Residents!:Engineer SCO Teacher Support Container",,,,,"Answer Key: Notfiy the Residents!","Answer Key: Notfiy the Residents!","Teacher Resources","DOC/DOCX","Document","true","true","true","Stream/View/Download","No",,,"Remediation",,,"SCI19_NAG1_L401243494",,,"Pearson","This links to the beginning of this lesson in the student eText.",,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7c85bd8f-1033-44d2-a306-39c0bddfc97c","Alfresco - School","Answer Key: Notfiy the Residents!",,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/ef5ae829-0276-4fb3-9fd3-e82fd45b60b8",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7c85bd8f-1033-44d2-a306-39c0bddfc97c",,,,,,,,,,,,,,,,"realize",,"false",,"YES",,,,,,,"USA",,,,
"false","40",,"Elevate Science Grade 1",,,"Science",,"K|1|2","Science",,,"SCI19_NAG1_L400113343","44176ed1-f9e5-43c4-80f2-6fa6baf4a2ed","5209c47a-fdce-4148-b97c-f1b0a725a6d6","Elevate Science Grade 1:Sound:Uses of Sound",,,,,"Demonstrate","Demonstrate","Sequence","Sequence","Learning Model","false",,"false",,"No",,,,,,"SCI19_NAG1_L400113343",,,"Pearson",,,,,"Demonstrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA",,,,
"false","10",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L398429734","5209c47a-fdce-4148-b97c-f1b0a725a6d6","d0fa2a2c-f074-469e-8f14-0ca4403f80a9","Elevate Science Grade 1:Sound:Uses of Sound:Demonstrate",,,,,"eText: Quest Check-In Lab: How can an instrument send a secret?","eText: Quest Check-In Lab: How can an instrument send a secret?","Reference Material","URL","Realize Reader Selection","false","true","false","Stream/View","No",,,"Remediation",,,"SCI19_NAG1_L398429734",,,"Pearson","This links to the Quest Check-In Lab in the student eText.","SCI19_NAG1\SCI.74|SCI19_NAG1\SCI.176|SCI19_NAG1\SCI.722|SCI19_NAG1\SCI.184|SCI19_NAG1\SCI.2392|SCI19_NAG1\SCI.264|SCI19_NAG1\SCI.740|SCI19_NAG1\SCI.2561|SCI19_NAG1\SCI.1339","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/94ab05f2-2dd4-440f-a9d9-2f48c6d7389e","URL","eText: Quest Check-In Lab: How can an instrument send a secret?",,"eText|reading|narrative|student edition|pages|lab|labs|quest|check-in|check in|sound|sounds|send|message|messages|secret code|secret codes|device|instrument|plastic cup|plastic wrap|sand|rubber spatula|wooden spoon|whisk|metal box|plastic container|metal baking tray|glue|tape|craft sticks|paper clips","http://pearson.com/",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/94ab05f2-2dd4-440f-a9d9-2f48c6d7389e",,,,,,,,,,,,,,,,"realize",,"false",,"YES","2RR073G5NSI","26",,,,,"USA",,,,
"false","20",,"Elevate Science Grade 1",,,"Science","English","K|1|2","Science",,,"SCI19_NAG1_L400113348","5209c47a-fdce-4148-b97c-f1b0a725a6d6","a32491dc-5b9e-4bb9-97c1-4ad9dfc7260f","Elevate Science Grade 1:Sound:Uses of Sound:Demonstrate",,,,,"Quest Check-In Lab: How can an instrument send a secret?","Quest Check-In Lab: How can an instrument send a secret?","Lab","DOC/DOCX","Document","false","false","false","Stream/View/Download","No",,,"Remediation","Test","Test","SCI19_NAG1_L400113348",,,"Pearson","This Quest Check-In Lab provides an opportunity for students to make a device or model to send a message. The purpose of this lab is to use the model or device to send a secret code.","SCI19_NAG1\SCI.74|SCI19_NAG1\SCI.176|SCI19_NAG1\SCI.722|SCI19_NAG1\SCI.184|SCI19_NAG1\SCI.2392|SCI19_NAG1\SCI.264|SCI19_NAG1\SCI.740|SCI19_NAG1\SCI.2561|SCI19_NAG1\SCI.1339","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7d82b446-47ad-4b51-bdec-476faf3aa560","Alfresco - School","Quest Check-In Lab: How can an instrument send a secret?",,"inquiry|investigate|investigation|lab|labs|quest|check-in|check in|sound|sounds|send|message|messages|secret code|secret codes|device|instrument|plastic cup|plastic wrap|sand|rubber spatula|wooden spoon|whisk|metal box|plastic container|metal baking tray|glue|tape|craft sticks|paper clips","https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/63c38e3e-e0ad-44bf-af8b-33dc371866b7",,,,,,,,,,,,,,,,,,"https://uswip.pearsoncms.com/alfresco/api/-default-/public/cmis/versions/1.1/browser/root?objectId=workspace://SpacesStore/7d82b446-47ad-4b51-bdec-476faf3aa560",,,,,,,,,,,,,,,,"testnav",,"true",,"YES",,,,,,,"USA",,,,
